Step,Node,Series,ElapsedTime,EpochTime,CPUFrequency,CPUTime,CPUUtilization,RSS,VMSize,Pages,ReadMB,WriteMB
-4,r8937440-n43543,0,2920,1623535191,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,2930,1623535201,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,2940,1623535211,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,2950,1623535221,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,2960,1623535231,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,2970,1623535241,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,2980,1623535251,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,2990,1623535261,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3000,1623535271,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3010,1623535281,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3020,1623535291,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3030,1623535301,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3040,1623535311,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3050,1623535321,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3060,1623535331,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3070,1623535341,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3080,1623535351,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3090,1623535361,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3100,1623535371,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3110,1623535381,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3120,1623535391,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3130,1623535401,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3140,1623535411,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3150,1623535421,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3160,1623535431,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3170,1623535441,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3180,1623535451,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3190,1623535461,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3200,1623535471,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3210,1623535481,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3220,1623535491,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3230,1623535501,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3240,1623535511,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3250,1623535521,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3260,1623535531,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3270,1623535541,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3280,1623535551,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3290,1623535561,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3300,1623535571,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3310,1623535581,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3320,1623535591,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3330,1623535601,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3340,1623535611,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3350,1623535621,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3360,1623535631,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3370,1623535641,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3380,1623535651,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3390,1623535661,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3400,1623535671,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3410,1623535681,1048,0,0,780,7776,0,0,0
-4,r8937440-n43543,0,3420,1623535691,1048,0,0,780,7776,0,0,0
